txn_id,txn_date,txn_time,txn_datetime,txn_type,sender_id,receiver_id,merchant_id,merchant_category,amount,payment_mode,bank_name,status,is_fraud_flag,device_type
TXN004471,2024-12-14,01:19:33,2024-12-14 01:19:33,P2M,U0093,,M003,Healthcare,3189.26,UPI Lite,SBI,Success,0,Android
TXN004472,2024-12-23,04:43:21,2024-12-23 04:43:21,Bill Payment,U0035,,M005,Food & Beverages,2985.69,UPI Lite,ICICI,Success,0,Web
TXN004473,2024-08-31,06:27:36,2024-08-31 06:27:36,Wallet Load,U0256,,,,1000.0,UPI,PNB,Success,0,iOS
TXN004474,2023-09-28,18:15:41,2023-09-28 18:15:41,P2M,U0234,,M049,Entertainment,535.61,UPI,Canara,Success,0,Android
TXN004475,2024-09-17,23:29:12,2024-09-17 23:29:12,Recharge,U0259,,M015,Travel,299.0,Wallet,ICICI,Success,0,Android
TXN004476,2023-04-19,12:23:03,2023-04-19 12:23:03,Bill Payment,U0057,,M014,Food & Beverages,4528.36,UPI,ICICI,Success,0,Android
TXN004477,2024-07-22,05:42:17,2024-07-22 05:42:17,P2M,U0121,,M007,Education,10978.45,UPI,HDFC,Success,0,Android
TXN004478,2023-10-11,16:15:30,2023-10-11 16:15:30,Wallet Load,U0043,,,,200.0,UPI,Kotak,Success,0,Android
TXN004479,2023-01-23,03:07:36,2023-01-23 03:07:36,Bill Payment,U0162,,M044,Recharge & Bills,3784.22,UPI,SBI,Success,0,Android
TXN004480,2023-12-08,18:29:59,2023-12-08 18:29:59,P2P,U0071,U0217,,,191.35,UPI,Axis,Success,0,Android
TXN004481,2024-09-25,00:04:34,2024-09-25 00:04:34,Wallet Load,U0153,,,,500.0,Wallet,HDFC,Success,0,Android
TXN004482,2024-03-12,21:31:08,2024-03-12 21:31:08,Wallet Load,U0216,,,,500.0,UPI Lite,IDFC First,Pending,0,Web
TXN004483,2023-02-12,08:32:45,2023-02-12 08:32:45,Bill Payment,U0233,,M075,Healthcare,2377.34,Wallet,Axis,Success,0,Android
TXN004484,2024-06-01,20:07:10,2024-06-01 20:07:10,P2M,U0245,,M022,Shopping,2890.04,UPI,ICICI,Success,0,iOS
TXN004485,2023-12-19,14:15:11,2023-12-19 14:15:11,Bill Payment,U0185,,M065,Food & Beverages,3176.02,UPI,HDFC,Success,0,Android
TXN004486,2024-08-18,08:47:30,2024-08-18 08:47:30,P2M,U0275,,M034,Shopping,4339.63,UPI Lite,Canara,Failed,0,iOS
TXN004487,2023-03-06,02:50:46,2023-03-06 02:50:46,Recharge,U0154,,M078,Travel,299.0,UPI Lite,Bank of Baroda,Success,0,Android
TXN004488,2024-09-26,04:39:26,2024-09-26 04:39:26,P2M,U0299,,M036,Food & Beverages,305.77,Wallet,Kotak,Pending,0,Android
TXN004489,2023-01-05,14:04:41,2023-01-05 14:04:41,Bill Payment,U0074,,M031,Grocery,4158.4,UPI,Canara,Success,0,Web
TXN004490,2024-02-23,03:28:37,2024-02-23 03:28:37,P2P,U0080,U0270,,,3788.02,Wallet,PNB,Success,0,Android
TXN004491,2024-08-14,22:25:58,2024-08-14 22:25:58,P2P,U0036,U0258,,,5899.83,UPI Lite,IDFC First,Success,0,Android
TXN004492,2023-02-03,18:40:29,2023-02-03 18:40:29,P2P,U0155,U0193,,,4541.7,UPI Lite,Yes Bank,Success,0,iOS
TXN004493,2023-09-24,23:15:30,2023-09-24 23:15:30,P2P,U0251,U0074,,,7599.77,UPI Lite,SBI,Failed,0,Android
TXN004494,2023-08-29,11:07:40,2023-08-29 11:07:40,P2M,U0015,,M008,Shopping,6420.16,UPI Lite,Bank of Baroda,Success,0,Android
TXN004495,2023-11-25,19:57:32,2023-11-25 19:57:32,P2M,U0124,,M035,Travel,10575.59,Wallet,IDFC First,Success,0,Android
TXN004496,2023-04-10,00:49:19,2023-04-10 00:49:19,Bill Payment,U0007,,M063,Insurance,3019.55,UPI Lite,HDFC,Success,0,Android
TXN004497,2024-10-16,19:14:59,2024-10-16 19:14:59,Recharge,U0180,,M062,Shopping,299.0,Wallet,Kotak,Success,0,Android
TXN004498,2024-08-13,12:39:34,2024-08-13 12:39:34,P2P,U0258,U0104,,,8698.58,Wallet,Yes Bank,Success,0,Android
TXN004499,2024-06-12,05:08:49,2024-06-12 05:08:49,Recharge,U0174,,M012,Grocery,299.0,Wallet,Bank of Baroda,Success,0,Android
TXN004500,2023-03-27,07:02:13,2023-03-27 07:02:13,P2M,U0178,,M046,Entertainment,1139.8,Wallet,IDFC First,Success,0,iOS
TXN004501,2024-03-28,06:14:44,2024-03-28 06:14:44,P2P,U0216,U0213,,,5618.8,UPI,IDFC First,Failed,0,Android
TXN004502,2024-05-11,12:02:55,2024-05-11 12:02:55,P2M,U0123,,M050,Recharge & Bills,324.8,Wallet,Yes Bank,Success,0,Android
TXN004503,2024-03-31,22:42:14,2024-03-31 22:42:14,Bill Payment,U0060,,M010,Education,1251.6,UPI,HDFC,Success,0,Android
TXN004504,2023-10-17,20:49:03,2023-10-17 20:49:03,P2M,U0191,,M010,Education,10459.82,UPI Lite,SBI,Success,0,Android
TXN004505,2023-12-17,08:10:18,2023-12-17 08:10:18,Wallet Load,U0220,,,,2000.0,Wallet,Axis,Success,0,Android
TXN004506,2023-08-25,06:11:13,2023-08-25 06:11:13,Bill Payment,U0199,,M075,Healthcare,2533.2,UPI Lite,Canara,Success,0,iOS
TXN004507,2023-11-26,23:55:00,2023-11-26 23:55:00,P2M,U0210,,M026,Grocery,438.77,UPI,PNB,Failed,0,Android
TXN004508,2023-10-29,21:32:31,2023-10-29 21:32:31,P2M,U0027,,M034,Shopping,5727.25,UPI,Bank of Baroda,Success,0,Android
TXN004509,2023-04-14,10:02:32,2023-04-14 10:02:32,P2M,U0289,,M011,Shopping,3491.26,UPI,Axis,Failed,0,Android
TXN004510,2023-06-08,07:05:52,2023-06-08 07:05:52,P2M,U0006,,M015,Travel,7420.29,UPI Lite,Bank of Baroda,Success,1,iOS
TXN004511,2023-09-26,16:00:56,2023-09-26 16:00:56,P2P,U0009,U0269,,,3660.07,Wallet,HDFC,Success,0,Android
TXN004512,2023-05-27,11:04:17,2023-05-27 11:04:17,Bill Payment,U0089,,M025,Entertainment,257.94,Wallet,Canara,Success,0,Android
TXN004513,2024-04-26,20:00:29,2024-04-26 20:00:29,Bill Payment,U0252,,M059,Grocery,1993.82,UPI,PNB,Success,0,iOS
TXN004514,2024-11-14,10:00:46,2024-11-14 10:00:46,P2M,U0034,,M001,Travel,12029.04,UPI,SBI,Pending,0,Android
TXN004515,2024-08-07,09:42:01,2024-08-07 09:42:01,Bill Payment,U0241,,M027,Healthcare,288.64,UPI Lite,Bank of Baroda,Success,0,Android
TXN004516,2023-09-10,08:08:58,2023-09-10 08:08:58,P2M,U0196,,M027,Healthcare,3765.93,Wallet,HDFC,Success,0,iOS
TXN004517,2023-04-28,11:26:46,2023-04-28 11:26:46,P2P,U0286,U0264,,,6920.49,UPI,ICICI,Success,0,iOS
TXN004518,2024-06-01,10:48:11,2024-06-01 10:48:11,P2M,U0220,,M075,Healthcare,1714.62,UPI Lite,Axis,Success,1,Android
TXN004519,2024-05-24,10:08:24,2024-05-24 10:08:24,Recharge,U0033,,M014,Food & Beverages,49.0,UPI Lite,Kotak,Failed,0,iOS
TXN004520,2023-11-26,06:02:43,2023-11-26 06:02:43,P2M,U0016,,M027,Healthcare,3223.98,UPI Lite,PNB,Success,0,iOS
TXN004521,2024-05-19,21:41:55,2024-05-19 21:41:55,P2M,U0246,,M023,Healthcare,2584.88,Wallet,Bank of Baroda,Success,0,Android
TXN004522,2024-06-15,04:13:56,2024-06-15 04:13:56,P2M,U0006,,M025,Entertainment,381.47,UPI,Bank of Baroda,Success,0,iOS
TXN004523,2023-06-19,21:00:21,2023-06-19 21:00:21,P2M,U0016,,M029,Healthcare,2503.78,UPI Lite,PNB,Success,0,iOS
TXN004524,2023-04-08,23:30:07,2023-04-08 23:30:07,Bill Payment,U0080,,M033,Grocery,3750.27,Wallet,PNB,Success,0,Web
TXN004525,2023-09-23,21:00:05,2023-09-23 21:00:05,P2M,U0232,,M013,Recharge & Bills,622.84,UPI Lite,IDFC First,Success,0,Android
TXN004526,2023-12-21,05:58:17,2023-12-21 05:58:17,P2M,U0257,,M059,Grocery,1755.26,Wallet,Yes Bank,Success,0,Android
TXN004527,2024-01-24,17:56:48,2024-01-24 17:56:48,P2M,U0150,,M070,Entertainment,945.09,UPI Lite,Yes Bank,Success,0,Web
TXN004528,2024-12-05,10:29:27,2024-12-05 10:29:27,P2P,U0258,U0087,,,9097.76,Wallet,Yes Bank,Success,0,Android
TXN004529,2024-03-22,02:33:07,2024-03-22 02:33:07,P2M,U0227,,M064,Insurance,20975.97,UPI,ICICI,Success,0,Android
TXN004530,2024-12-01,18:42:46,2024-12-01 18:42:46,P2M,U0212,,M045,Healthcare,774.56,Wallet,Bank of Baroda,Success,1,Android
TXN004531,2024-03-13,17:23:53,2024-03-13 17:23:53,P2M,U0168,,M035,Travel,10684.83,UPI,Axis,Success,0,Android
TXN004532,2023-05-28,08:29:08,2023-05-28 08:29:08,P2M,U0135,,M075,Healthcare,3915.61,Wallet,Bank of Baroda,Success,0,iOS
TXN004533,2023-03-01,16:06:26,2023-03-01 16:06:26,P2M,U0246,,M053,Travel,12978.93,UPI Lite,Bank of Baroda,Success,0,Android
TXN004534,2024-11-15,18:03:07,2024-11-15 18:03:07,P2M,U0175,,M003,Healthcare,3907.02,UPI,PNB,Success,1,iOS
TXN004535,2023-04-21,00:29:33,2023-04-21 00:29:33,P2M,U0205,,M057,Healthcare,2626.28,UPI Lite,PNB,Success,1,iOS
TXN004536,2024-12-18,10:41:20,2024-12-18 10:41:20,P2M,U0097,,M050,Recharge & Bills,825.36,UPI,IDFC First,Success,0,Android
TXN004537,2024-08-24,23:04:11,2024-08-24 23:04:11,P2M,U0213,,M050,Recharge & Bills,194.47,UPI,PNB,Success,0,iOS
TXN004538,2024-06-03,13:58:09,2024-06-03 13:58:09,P2M,U0022,,M057,Healthcare,765.48,UPI,Kotak,Failed,0,Web
TXN004539,2023-02-21,19:13:07,2023-02-21 19:13:07,Bill Payment,U0282,,M071,Recharge & Bills,680.95,UPI Lite,Canara,Success,0,Android
TXN004540,2023-12-10,23:47:44,2023-12-10 23:47:44,P2M,U0245,,M055,Shopping,7832.31,UPI Lite,ICICI,Success,0,Android
TXN004541,2024-11-26,19:14:39,2024-11-26 19:14:39,P2M,U0129,,M065,Food & Beverages,241.13,Wallet,Yes Bank,Success,0,Android
TXN004542,2023-01-02,22:47:47,2023-01-02 22:47:47,P2M,U0052,,M075,Healthcare,3181.74,Wallet,HDFC,Success,0,Android
TXN004543,2024-01-07,12:27:37,2024-01-07 12:27:37,P2M,U0100,,M076,Grocery,1342.51,Wallet,Axis,Success,0,Android
TXN004544,2023-01-05,09:05:32,2023-01-05 09:05:32,P2P,U0201,U0129,,,7271.74,UPI Lite,Axis,Success,0,Web
TXN004545,2024-01-20,14:20:38,2024-01-20 14:20:38,P2M,U0218,,M071,Recharge & Bills,687.42,UPI Lite,HDFC,Success,0,Android
TXN004546,2023-02-15,03:41:00,2023-02-15 03:41:00,P2M,U0258,,M055,Shopping,4363.64,UPI,Yes Bank,Success,0,Android
TXN004547,2023-11-22,21:24:37,2023-11-22 21:24:37,P2M,U0091,,M055,Shopping,6745.14,Wallet,HDFC,Success,0,iOS
TXN004548,2024-02-05,12:58:59,2024-02-05 12:58:59,Recharge,U0017,,M073,Fuel,299.0,UPI,Yes Bank,Success,0,iOS
TXN004549,2024-04-17,13:19:53,2024-04-17 13:19:53,Bill Payment,U0198,,M016,Grocery,4193.52,UPI Lite,HDFC,Success,0,Android
TXN004550,2024-12-19,15:16:59,2024-12-19 15:16:59,P2P,U0297,U0029,,,9663.45,UPI,IDFC First,Success,0,Android
TXN004551,2023-12-09,13:21:23,2023-12-09 13:21:23,Wallet Load,U0132,,,,1000.0,UPI Lite,IDFC First,Failed,0,Android
TXN004552,2023-11-09,03:40:37,2023-11-09 03:40:37,P2M,U0255,,M037,Insurance,12578.57,UPI Lite,Bank of Baroda,Failed,1,Android
TXN004553,2024-03-22,03:09:53,2024-03-22 03:09:53,P2P,U0142,U0054,,,2146.15,UPI Lite,Bank of Baroda,Success,0,Android
TXN004554,2023-01-11,07:24:51,2023-01-11 07:24:51,P2P,U0113,U0074,,,1136.64,UPI,Axis,Success,0,Web
TXN004555,2023-02-22,15:12:43,2023-02-22 15:12:43,P2M,U0130,,M023,Healthcare,1856.46,UPI Lite,Kotak,Pending,0,iOS
TXN004556,2023-01-12,04:26:40,2023-01-12 04:26:40,P2P,U0181,U0154,,,8605.2,UPI Lite,IDFC First,Success,0,Android
TXN004557,2024-04-27,16:37:23,2024-04-27 16:37:23,Recharge,U0161,,M073,Fuel,599.0,UPI Lite,Bank of Baroda,Success,0,Android
TXN004558,2024-07-05,05:57:48,2024-07-05 05:57:48,Bill Payment,U0072,,M032,Fuel,2877.55,Wallet,ICICI,Success,0,Web
TXN004559,2023-10-28,18:43:26,2023-10-28 18:43:26,P2M,U0221,,M005,Food & Beverages,795.5,UPI Lite,Canara,Success,0,Android
TXN004560,2024-10-07,19:19:00,2024-10-07 19:19:00,P2M,U0037,,M026,Grocery,2387.08,UPI Lite,Kotak,Success,0,Android
TXN004561,2024-02-19,13:52:44,2024-02-19 13:52:44,Wallet Load,U0282,,,,200.0,Wallet,Canara,Success,0,iOS
TXN004562,2023-06-02,16:00:41,2023-06-02 16:00:41,Bill Payment,U0011,,M068,Travel,679.62,UPI,PNB,Success,0,iOS
TXN004563,2024-09-28,02:14:19,2024-09-28 02:14:19,P2M,U0105,,M080,Travel,13114.45,Wallet,Axis,Success,0,iOS
TXN004564,2023-09-28,11:52:04,2023-09-28 11:52:04,P2P,U0086,U0003,,,4745.64,UPI Lite,Yes Bank,Failed,0,Android
TXN004565,2023-03-23,21:32:03,2023-03-23 21:32:03,P2M,U0114,,M029,Healthcare,4142.03,Wallet,Yes Bank,Success,0,Android
TXN004566,2024-01-19,03:38:49,2024-01-19 03:38:49,P2M,U0230,,M052,Education,16923.21,UPI Lite,Yes Bank,Success,0,iOS
TXN004567,2024-08-15,19:48:44,2024-08-15 19:48:44,Recharge,U0287,,M071,Recharge & Bills,99.0,UPI,Bank of Baroda,Success,0,Android
TXN004568,2023-07-29,13:44:09,2023-07-29 13:44:09,P2P,U0228,U0164,,,8048.08,UPI Lite,Kotak,Success,0,Android
TXN004569,2023-11-21,09:28:48,2023-11-21 09:28:48,Recharge,U0122,,M002,Grocery,149.0,Wallet,HDFC,Success,0,Android
TXN004570,2024-01-02,17:29:36,2024-01-02 17:29:36,P2M,U0087,,M035,Travel,11442.42,Wallet,Canara,Success,0,Android
TXN004571,2023-08-07,21:12:20,2023-08-07 21:12:20,Recharge,U0033,,M025,Entertainment,399.0,Wallet,Kotak,Success,0,Android
TXN004572,2023-08-29,03:26:18,2023-08-29 03:26:18,P2M,U0187,,M013,Recharge & Bills,723.95,UPI,Kotak,Success,0,Android
TXN004573,2024-10-26,22:17:07,2024-10-26 22:17:07,Bill Payment,U0153,,M067,Entertainment,2752.85,UPI Lite,HDFC,Success,0,Android
TXN004574,2024-09-26,02:16:36,2024-09-26 02:16:36,Recharge,U0294,,M007,Education,49.0,UPI,Axis,Success,0,iOS
TXN004575,2024-01-05,23:18:31,2024-01-05 23:18:31,P2P,U0058,U0162,,,7371.34,UPI,Axis,Failed,0,Android
TXN004576,2024-07-25,16:34:01,2024-07-25 16:34:01,P2M,U0164,,M059,Grocery,1397.91,UPI Lite,Bank of Baroda,Pending,0,Android
TXN004577,2024-02-28,00:00:28,2024-02-28 00:00:28,Bill Payment,U0273,,M002,Grocery,4858.66,UPI Lite,Yes Bank,Success,0,Android
TXN004578,2023-09-09,08:32:41,2023-09-09 08:32:41,P2P,U0299,U0115,,,2628.81,UPI,Kotak,Success,0,iOS
TXN004579,2024-04-30,22:07:34,2024-04-30 22:07:34,P2M,U0220,,M007,Education,5348.17,UPI Lite,Axis,Success,0,iOS
TXN004580,2024-03-25,00:15:47,2024-03-25 00:15:47,P2M,U0124,,M027,Healthcare,3909.39,Wallet,IDFC First,Success,0,Android
TXN004581,2023-09-04,01:26:16,2023-09-04 01:26:16,Bill Payment,U0232,,M007,Education,1827.21,Wallet,IDFC First,Success,0,iOS
TXN004582,2024-02-20,20:50:57,2024-02-20 20:50:57,Recharge,U0069,,M052,Education,149.0,UPI Lite,Bank of Baroda,Success,0,Android
TXN004583,2023-10-21,05:46:56,2023-10-21 05:46:56,P2P,U0138,U0075,,,4666.67,UPI Lite,HDFC,Success,0,iOS
TXN004584,2023-10-21,11:19:44,2023-10-21 11:19:44,P2M,U0083,,M066,Grocery,2745.97,UPI Lite,Bank of Baroda,Success,0,Android
TXN004585,2023-01-20,02:18:22,2023-01-20 02:18:22,P2M,U0093,,M028,Travel,9562.41,UPI Lite,SBI,Success,0,Web
TXN004586,2023-03-16,13:14:52,2023-03-16 13:14:52,P2M,U0228,,M024,Fuel,1415.66,UPI,Kotak,Success,0,iOS
TXN004587,2024-09-08,20:41:31,2024-09-08 20:41:31,P2P,U0293,U0144,,,948.25,UPI,Axis,Success,0,Web
TXN004588,2023-01-01,18:12:03,2023-01-01 18:12:03,Bill Payment,U0072,,M066,Grocery,3817.61,Wallet,ICICI,Success,0,Android
TXN004589,2023-03-15,15:04:20,2023-03-15 15:04:20,P2P,U0297,U0129,,,8682.04,Wallet,IDFC First,Failed,0,Android
TXN004590,2023-09-05,05:29:49,2023-09-05 05:29:49,P2M,U0033,,M070,Entertainment,958.08,UPI,Kotak,Success,0,Android
TXN004591,2023-06-24,11:55:42,2023-06-24 11:55:42,Bill Payment,U0027,,M030,Grocery,1866.35,UPI,Bank of Baroda,Success,0,Android
TXN004592,2024-11-07,14:04:50,2024-11-07 14:04:50,P2M,U0098,,M042,Shopping,5408.36,Wallet,HDFC,Success,0,Android
TXN004593,2023-11-28,09:00:10,2023-11-28 09:00:10,Bill Payment,U0195,,M047,Insurance,2326.54,UPI Lite,Kotak,Success,0,Android
TXN004594,2024-08-28,10:12:00,2024-08-28 10:12:00,P2M,U0072,,M012,Grocery,745.16,UPI Lite,ICICI,Success,0,Android
TXN004595,2023-10-27,18:20:36,2023-10-27 18:20:36,Recharge,U0209,,M069,Shopping,299.0,UPI Lite,SBI,Success,0,Android
TXN004596,2024-02-23,01:59:57,2024-02-23 01:59:57,P2M,U0026,,M068,Travel,12395.28,UPI,Axis,Success,0,iOS
TXN004597,2024-05-20,16:45:56,2024-05-20 16:45:56,P2M,U0091,,M067,Entertainment,937.18,UPI Lite,HDFC,Success,0,Android
TXN004598,2024-10-23,17:07:43,2024-10-23 17:07:43,P2P,U0204,U0104,,,2478.67,Wallet,Bank of Baroda,Success,0,Android
TXN004599,2023-01-12,02:13:35,2023-01-12 02:13:35,P2M,U0202,,M020,Fuel,1688.2,Wallet,Yes Bank,Success,0,Android
TXN004600,2023-03-04,17:01:48,2023-03-04 17:01:48,P2P,U0146,U0256,,,2848.81,Wallet,PNB,Success,0,iOS
TXN004601,2023-03-15,19:15:02,2023-03-15 19:15:02,P2P,U0114,U0018,,,2325.94,UPI Lite,Yes Bank,Success,0,Android
TXN004602,2024-08-06,21:24:18,2024-08-06 21:24:18,P2M,U0193,,M056,Healthcare,976.73,Wallet,Canara,Success,1,Android
TXN004603,2023-12-19,09:51:25,2023-12-19 09:51:25,P2M,U0002,,M069,Shopping,5158.16,Wallet,SBI,Failed,0,Android
TXN004604,2024-05-07,07:54:39,2024-05-07 07:54:39,Recharge,U0181,,M010,Education,49.0,Wallet,IDFC First,Success,0,Android
TXN004605,2024-07-28,14:22:09,2024-07-28 14:22:09,P2P,U0196,U0213,,,7487.2,UPI,HDFC,Success,0,Android
TXN004606,2023-01-14,15:51:15,2023-01-14 15:51:15,P2M,U0004,,M038,Healthcare,2152.31,UPI Lite,Kotak,Success,0,iOS
TXN004607,2023-04-15,03:45:37,2023-04-15 03:45:37,P2P,U0055,U0195,,,8917.52,UPI,HDFC,Failed,1,Android
TXN004608,2024-01-01,13:20:02,2024-01-01 13:20:02,P2M,U0280,,M070,Entertainment,503.05,UPI,HDFC,Success,0,iOS
TXN004609,2024-11-10,12:25:13,2024-11-10 12:25:13,P2P,U0039,U0221,,,3524.0,UPI Lite,HDFC,Success,0,Android
TXN004610,2023-09-27,04:04:10,2023-09-27 04:04:10,Recharge,U0269,,M074,Insurance,149.0,Wallet,ICICI,Success,0,iOS
TXN004611,2023-01-12,21:25:49,2023-01-12 21:25:49,P2P,U0040,U0035,,,6440.28,UPI,PNB,Success,0,Android
TXN004612,2023-01-20,19:59:46,2023-01-20 19:59:46,P2M,U0087,,M032,Fuel,2085.3,UPI Lite,Canara,Pending,0,Web
TXN004613,2023-07-16,04:27:37,2023-07-16 04:27:37,P2P,U0218,U0223,,,4472.84,UPI,HDFC,Success,0,Web
TXN004614,2023-07-17,20:24:28,2023-07-17 20:24:28,Bill Payment,U0063,,M064,Insurance,3867.0,Wallet,ICICI,Success,0,Android
TXN004615,2024-09-13,02:22:58,2024-09-13 02:22:58,Bill Payment,U0034,,M022,Shopping,2901.95,UPI Lite,SBI,Success,0,Android
TXN004616,2024-09-29,10:45:53,2024-09-29 10:45:53,Bill Payment,U0297,,M023,Healthcare,951.75,UPI Lite,IDFC First,Success,0,Web
TXN004617,2023-02-06,22:33:27,2023-02-06 22:33:27,Recharge,U0037,,M046,Entertainment,99.0,UPI Lite,Kotak,Success,0,Android
TXN004618,2023-04-04,08:39:24,2023-04-04 08:39:24,P2P,U0226,U0201,,,5498.06,UPI,Canara,Pending,0,Android
TXN004619,2024-08-12,17:19:32,2024-08-12 17:19:32,P2M,U0172,,M006,Travel,12795.36,UPI Lite,IDFC First,Success,0,Android
TXN004620,2023-08-18,09:39:19,2023-08-18 09:39:19,Bill Payment,U0033,,M030,Grocery,4459.53,UPI,Kotak,Success,0,iOS
TXN004621,2024-08-09,22:38:22,2024-08-09 22:38:22,Bill Payment,U0087,,M047,Insurance,419.97,Wallet,Canara,Success,0,Android
TXN004622,2024-01-28,21:19:23,2024-01-28 21:19:23,Recharge,U0123,,M072,Education,149.0,Wallet,Yes Bank,Pending,0,Android
TXN004623,2023-10-03,13:34:48,2023-10-03 13:34:48,Recharge,U0119,,M062,Shopping,399.0,UPI Lite,IDFC First,Success,0,Android
TXN004624,2023-01-15,21:07:31,2023-01-15 21:07:31,P2M,U0288,,M046,Entertainment,1132.33,UPI Lite,Bank of Baroda,Pending,0,Android
TXN004625,2024-05-24,00:48:29,2024-05-24 00:48:29,P2M,U0050,,M037,Insurance,28052.94,UPI Lite,Kotak,Success,0,Android
TXN004626,2024-08-08,14:37:31,2024-08-08 14:37:31,P2M,U0011,,M043,Recharge & Bills,976.14,UPI Lite,PNB,Failed,0,iOS
TXN004627,2023-09-02,15:09:03,2023-09-02 15:09:03,Bill Payment,U0172,,M075,Healthcare,333.11,UPI,IDFC First,Success,0,Web
TXN004628,2023-02-10,09:05:06,2023-02-10 09:05:06,P2M,U0088,,M014,Food & Beverages,122.73,Wallet,IDFC First,Success,0,Android
TXN004629,2023-02-25,17:00:09,2023-02-25 17:00:09,P2M,U0119,,M073,Fuel,589.5,Wallet,IDFC First,Success,0,iOS
TXN004630,2024-02-15,00:16:17,2024-02-15 00:16:17,P2P,U0103,U0132,,,3597.62,UPI Lite,Canara,Success,0,iOS
TXN004631,2024-06-07,16:09:22,2024-06-07 16:09:22,Recharge,U0272,,M051,Healthcare,299.0,UPI,Yes Bank,Failed,0,Android
TXN004632,2023-01-04,19:34:03,2023-01-04 19:34:03,Bill Payment,U0194,,M052,Education,2009.78,UPI,Kotak,Success,0,Android
TXN004633,2023-04-25,22:32:34,2023-04-25 22:32:34,Bill Payment,U0150,,M061,Entertainment,1463.92,UPI,Yes Bank,Success,0,Android
TXN004634,2023-04-30,11:58:50,2023-04-30 11:58:50,P2P,U0265,U0108,,,5035.65,UPI,Kotak,Success,0,iOS
TXN004635,2023-06-17,17:30:25,2023-06-17 17:30:25,Bill Payment,U0300,,M037,Insurance,222.79,Wallet,ICICI,Success,0,Android
TXN004636,2023-12-09,15:45:38,2023-12-09 15:45:38,P2P,U0203,U0169,,,4857.35,UPI Lite,IDFC First,Success,0,Web
TXN004637,2023-06-18,13:42:11,2023-06-18 13:42:11,P2M,U0149,,M072,Education,18738.77,UPI,PNB,Success,0,Android
TXN004638,2024-10-09,23:07:34,2024-10-09 23:07:34,P2M,U0236,,M041,Fuel,703.57,UPI,Canara,Success,0,Android
TXN004639,2024-10-06,15:39:07,2024-10-06 15:39:07,P2P,U0198,U0138,,,1609.48,UPI Lite,HDFC,Success,0,Android
TXN004640,2024-08-15,12:58:57,2024-08-15 12:58:57,P2M,U0006,,M027,Healthcare,4785.96,UPI,Bank of Baroda,Pending,0,Android
TXN004641,2024-02-22,07:58:45,2024-02-22 07:58:45,P2P,U0204,U0022,,,5243.09,UPI,Bank of Baroda,Pending,0,Android
TXN004642,2024-07-01,10:43:24,2024-07-01 10:43:24,Recharge,U0240,,M031,Grocery,199.0,UPI,HDFC,Success,0,Android
TXN004643,2023-09-13,13:48:31,2023-09-13 13:48:31,P2M,U0251,,M039,Recharge & Bills,508.77,UPI Lite,SBI,Success,0,iOS
TXN004644,2024-04-02,01:45:28,2024-04-02 01:45:28,P2M,U0238,,M005,Food & Beverages,278.33,Wallet,Canara,Failed,1,Android
TXN004645,2023-10-30,10:10:52,2023-10-30 10:10:52,P2P,U0159,U0187,,,8237.66,Wallet,Kotak,Pending,0,Android
TXN004646,2023-10-26,23:54:51,2023-10-26 23:54:51,Wallet Load,U0120,,,,2000.0,UPI,Bank of Baroda,Success,0,iOS
TXN004647,2023-06-09,16:32:56,2023-06-09 16:32:56,Bill Payment,U0129,,M003,Healthcare,1846.99,Wallet,Yes Bank,Failed,0,Android
TXN004648,2024-02-08,00:47:17,2024-02-08 00:47:17,Recharge,U0298,,M013,Recharge & Bills,19.0,UPI,Kotak,Success,0,Android
TXN004649,2024-05-11,10:11:40,2024-05-11 10:11:40,P2P,U0255,U0161,,,4321.68,UPI,Bank of Baroda,Success,0,Android
TXN004650,2024-05-27,19:41:33,2024-05-27 19:41:33,Recharge,U0083,,M014,Food & Beverages,999.0,Wallet,Bank of Baroda,Success,0,iOS
TXN004651,2023-10-28,18:02:04,2023-10-28 18:02:04,Recharge,U0218,,M074,Insurance,49.0,Wallet,HDFC,Success,0,Android
TXN004652,2023-07-24,19:32:36,2023-07-24 19:32:36,P2M,U0158,,M009,Healthcare,681.7,UPI Lite,IDFC First,Success,0,Web
TXN004653,2024-09-20,12:53:46,2024-09-20 12:53:46,P2M,U0057,,M019,Shopping,3203.27,UPI,ICICI,Success,0,Android
TXN004654,2024-08-11,20:45:07,2024-08-11 20:45:07,P2P,U0061,U0086,,,8502.49,UPI Lite,Canara,Success,0,iOS
TXN004655,2024-06-07,07:59:21,2024-06-07 07:59:21,P2M,U0085,,M034,Shopping,4704.13,Wallet,ICICI,Success,0,Android
TXN004656,2024-03-11,03:59:27,2024-03-11 03:59:27,P2M,U0052,,M045,Healthcare,3419.2,UPI,HDFC,Success,0,Android
TXN004657,2023-11-20,08:54:06,2023-11-20 08:54:06,P2P,U0143,U0110,,,4584.54,UPI Lite,Bank of Baroda,Success,0,Android
TXN004658,2023-04-06,17:41:04,2023-04-06 17:41:04,P2M,U0253,,M003,Healthcare,2515.94,Wallet,Axis,Success,0,Android
TXN004659,2023-01-02,18:15:05,2023-01-02 18:15:05,Bill Payment,U0049,,M035,Travel,3798.72,UPI Lite,ICICI,Success,0,iOS
